Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_broad_scale,env_local_scale,env_medium,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,Instrument,Isolate,Isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_uvig,SRA Study,virus_enrich_appr
SRR12768801,Targeted-Capture,NC_045512.2,151,81709500,PRJNA667180,SAMN16361050,MIUVIG.host-associated,9070944,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239407,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D101,pharyngeal swab,39.9 N 116.4 E,Lib026,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S026,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768802,Targeted-Capture,NC_045512.2,151,7419141812,PRJNA667180,SAMN16361049,MIUVIG.host-associated,1150593735,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239406,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D104,pharyngeal swab,39.9 N 116.4 E,Lib025,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S025,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768803,Targeted-Capture,NC_045512.2,151,3057949908,PRJNA667180,SAMN16361048,MIUVIG.host-associated,443935611,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239405,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D100,pharyngeal swab,39.9 N 116.4 E,Lib024,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S024,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768804,Targeted-Capture,NC_045512.2,151,161603816,PRJNA667180,SAMN16361047,MIUVIG.host-associated,18646513,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239404,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D103,pharyngeal swab,39.9 N 116.4 E,Lib023,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S023,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768805,Targeted-Capture,NC_045512.2,151,217390628,PRJNA667180,SAMN16361046,MIUVIG.host-associated,21767581,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239403,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D90,pharyngeal swab,39.9 N 116.4 E,Lib022,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S022,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768806,Targeted-Capture,NC_045512.2,151,660673548,PRJNA667180,SAMN16361045,MIUVIG.host-associated,74969799,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239402,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D88,pharyngeal swab,39.9 N 116.4 E,Lib021,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S021,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768807,Targeted-Capture,NC_045512.2,149,85632772,PRJNA667180,SAMN16361027,MIUVIG.host-associated,12458178,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239401,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D40,pharyngeal swab,39.9 N 116.4 E,Lib003,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S003,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768808,Targeted-Capture,NC_045512.2,151,31710088,PRJNA667180,SAMN16361044,MIUVIG.host-associated,4967326,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239400,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D9,pharyngeal swab,39.9 N 116.4 E,Lib020,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S020,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768809,Targeted-Capture,NC_045512.2,151,21882148,PRJNA667180,SAMN16361043,MIUVIG.host-associated,3361657,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239399,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D8,pharyngeal swab,39.9 N 116.4 E,Lib019,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S019,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768810,Targeted-Capture,NC_045512.2,151,150909628,PRJNA667180,SAMN16361042,MIUVIG.host-associated,21976632,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239398,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D7,pharyngeal swab,39.9 N 116.4 E,Lib018,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S018,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768811,Targeted-Capture,NC_045512.2,151,383136672,PRJNA667180,SAMN16361041,MIUVIG.host-associated,65479444,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239397,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D3,pharyngeal swab,39.9 N 116.4 E,Lib017,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S017,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768812,Targeted-Capture,NC_045512.2,151,67232944,PRJNA667180,SAMN16361040,MIUVIG.host-associated,10554282,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239396,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D2,pharyngeal swab,39.9 N 116.4 E,Lib016,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S016,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768813,Targeted-Capture,NC_045512.2,151,44963424,PRJNA667180,SAMN16361039,MIUVIG.host-associated,6792605,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239395,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D45,pharyngeal swab,39.9 N 116.4 E,Lib015,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S015,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768814,Targeted-Capture,NC_045512.2,151,4454639452,PRJNA667180,SAMN16361038,MIUVIG.host-associated,732704423,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239394,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D44,pharyngeal swab,39.9 N 116.4 E,Lib014,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S014,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768815,Targeted-Capture,NC_045512.2,151,1895053388,PRJNA667180,SAMN16361037,MIUVIG.host-associated,264238081,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239393,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D43,pharyngeal swab,39.9 N 116.4 E,Lib013,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S013,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768816,Targeted-Capture,NC_045512.2,151,3166817780,PRJNA667180,SAMN16361036,MIUVIG.host-associated,660597772,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239392,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D30,pharyngeal swab,39.9 N 116.4 E,Lib012,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S012,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768817,Targeted-Capture,NC_045512.2,299,13375056600,PRJNA667180,SAMN16361126,MIUVIG.host-associated,1853505773,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239391,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,D120,sputum,39.9 N 116.4 E,Lib102,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S102,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768818,Targeted-Capture,NC_045512.2,299,33594147000,PRJNA667180,SAMN16361125,MIUVIG.host-associated,5427880924,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239390,China,Asia,China: Beijing,Homo sapiens,Illumina NovaSeq 6000,D113,sputum,39.9 N 116.4 E,Lib101,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S101,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768819,Targeted-Capture,NC_045512.2,151,9418148,PRJNA667180,SAMN16361035,MIUVIG.host-associated,1570252,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239389,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D14,sputum,39.9 N 116.4 E,Lib011,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S011,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768820,Targeted-Capture,NC_045512.2,151,618892624,PRJNA667180,SAMN16361026,MIUVIG.host-associated,94510473,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239388,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D39,pharyngeal swab,39.9 N 116.4 E,Lib002,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S002,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
SRR12768821,Targeted-Capture,NC_045512.2,150,26872916,PRJNA667180,SAMN16361025,MIUVIG.host-associated,4136521,"BEIJING DITAN HOSPITAL, CAPITAL MEDICAL UNIVERSITY",2020,public,"bam,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",not applicable,not applicable,not applicable,SRX9239387,China,Asia,China: Beijing,Homo sapiens,NextSeq 500,D38,pharyngeal swab,39.9 N 116.4 E,Lib001,PAIRED,Hybrid Selection,METATRANSCRIPTOMIC,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2020-10-03T00:00:00Z,S001,sequence-targeted RNA metagenome,SRP286269,targeted sequence capture
